node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
56700,,-112.0829115,33.6411389,567,,,
56701,,-112.0827982,33.6411392,567,,,
56601,,-112.0827918,33.6439697,566,,,
56900,,-112.0829641,33.6682617,569,,,
57000,,-112.0829036,33.6443269,570,,,
56602,,-112.0829041,33.6441865,566,,,
56603,,-112.0827909,33.6441862,566,,,
57001,,-112.0827904,33.6443266,570,,,
277600,,-112.0829603,33.6679943,2776,,,
57200,,-112.0829614,33.667626,572,,,
57400,,-112.0656096,33.6370394,574,,,
4601,,-111.9773125,33.6716552,46,,,
57600,,-111.977306,33.6718444,576,,,
57700,,-112.0301157,33.6667149,577,,,
57800,,-112.0302446,33.6649593,578,,,
57801,,-112.0301347,33.6649362,578,,,
57701,,-112.0300042,33.6667317,577,,,
57900,,-112.0483737,33.6364578,579,,,
58000,,-112.0502054,33.6364658,580,,,
58001,,-112.0505074,33.6364628,580,,,
58100,,-112.0523633,33.6364475,581,,,
58101,,-112.0526653,33.6364453,581,,,
58200,,-112.0562256,33.6370949,582,,,
277700,,-112.1348892,33.6697987,2777,,,
11801,,-112.1365342,33.6700087,118,,,
58400,,-112.0997074,33.6560297,584,,,
58500,,-112.0997522,33.6610434,585,,,
58501,,-112.0998845,33.6610604,585,,,
58401,,-112.0998395,33.656011,584,,,
58600,,-112.0997576,33.662758,586,,,
58700,,-112.099782,33.6667569,587,,,
58701,,-112.0999143,33.6667745,587,,,
58601,,-112.0998897,33.6627394,586,,,
276901,,-112.1000577,33.6699313,2769,,,
58800,,-112.1002126,33.6699176,588,,,
277800,,-112.1261444,33.6693036,2778,,,
59100,,-112.1263115,33.6693031,591,,,
59300,,-111.9612077,33.663507,593,,,
59400,,-111.960177,33.663396,594,,,
59500,,-111.9601742,33.6598624,595,,,
277900,,-112.1869813,33.667598,2779,,,
277401,,-112.1690576,33.6678486,2774,,,
54001,,-112.1665346,33.6682817,540,,,
277301,,-112.1695818,33.6689553,2773,,,
54801,,-112.1703761,33.6689305,548,,,
41901,,-112.1523678,33.6691416,419,,,
54201,,-112.1521709,33.6691406,542,,,
60100,,-112.2025933,33.6350111,601,,,
60200,,-112.202704,33.6362377,602,,,
60201,,-112.2028167,33.6362285,602,,,
60101,,-112.2027063,33.635005,601,,,
277501,,-112.2028383,33.6380456,2775,,,
277502,,-112.2030249,33.6380588,2775,,,
60500,,-112.2030228,33.6380318,605,,,
277503,,-112.2028523,33.6384721,2775,,,
60700,,-112.2028541,33.6393178,607,,,
60900,,-112.2028826,33.6399806,609,,,
42102,,-112.2028898,33.6433527,421,,,
42103,,-112.2030219,33.6433344,421,,,
60901,,-112.2030147,33.6400001,609,,,
61100,,-112.2029043,33.648324,611,,,
61101,,-112.2030131,33.6483214,611,,,
61200,,-112.2030138,33.6459655,612,,,
61300,,-112.2029039,33.6492865,613,,,
61400,,-112.2029035,33.6494503,614,,,
61401,,-112.2030357,33.6494321,614,,,
61301,,-112.2030359,33.6493048,613,,,
61500,,-112.2030846,33.6635743,615,,,
61600,,-112.20308,33.6607117,616,,,
4501,,-111.9775254,33.6718405,45,,,
61700,,-111.9774803,33.6710857,617,,,
61900,,-112.030953,33.6697235,619,,,
57702,,-112.0300546,33.6669538,577,,,
62000,,-112.0305298,33.6687166,620,,,
31901,,-112.0027224,33.6407534,319,,,
35602,,-112.0027485,33.6407538,356,,,
35603,,-112.0027516,33.6405959,356,,,
31902,,-112.0027255,33.6405956,319,,,
62100,,-111.9977405,33.655235,621,,,
33401,,-111.9985211,33.6552421,334,,,
62200,,-111.9986652,33.6552391,622,,,
62300,,-112.1863222,33.6477263,623,,,
62400,,-112.1862668,33.65235,624,,,
62401,,-112.1863801,33.6523507,624,,,
62301,,-112.1864354,33.6477271,623,,,
62600,,-112.1863989,33.6550772,626,,,
62700,,-112.1862523,33.6529774,627,,,
62800,,-112.1862265,33.6534889,628,,,
278000,,-112.1862228,33.6545337,2780,,,
63100,,-112.1862449,33.655267,631,,,
63200,,-112.1885622,33.6543867,632,,,
63300,,-112.189587,33.6543802,633,,,
278001,,-112.1863745,33.6541806,2780,,,
63600,,-112.1863782,33.6531944,636,,,
62501,,-112.1864092,33.6552537,625,,,
278002,,-112.186068,33.6542841,2780,,,
63800,,-112.1823487,33.6543266,638,,,
64000,,-112.1780874,33.6543764,640,,,
64100,,-112.1862624,33.6557946,641,,,
278100,,-112.186431,33.661175,2781,,,
64700,,-112.1868344,33.6685323,647,,,
64900,,-112.1866526,33.6686321,649,,,
277901,,-112.1868151,33.667498,2779,,,
65000,,-112.1867873,33.6670204,650,,,
65100,,-112.030972,33.6579306,651,,,
65200,,-112.0309563,33.656017,652,,,
65201,,-112.0308053,33.6560161,652,,,
65101,,-112.030821,33.657931,651,,,
65400,,-112.031104,33.6741148,654,,,
65600,,-112.0302442,33.6672157,656,,,
65700,,-112.0309378,33.6394776,657,,,
65800,,-112.03087,33.635796,658,,,
65801,,-112.0307191,33.6357965,658,,,
65701,,-112.0307868,33.639477,657,,,
57802,,-112.0303079,33.6647495,578,,,
65900,,-112.0307826,33.6629694,659,,,
65901,,-112.0306709,33.6629539,659,,,
57803,,-112.0301981,33.6647262,578,,,
66000,,-112.030706,33.6694207,660,,,
278300,,-112.2201868,33.6379601,2783,,,
39402,,-112.2201021,33.6359924,394,,,
66300,,-112.2201086,33.6361438,663,,,
66301,,-112.2202218,33.6361404,663,,,
39403,,-112.2202153,33.635989,394,,,
278301,,-112.2203805,33.6379946,2783,,,
66500,,-112.2203024,33.6372352,665,,,
278400,,-112.2203197,33.6601636,2784,,,
67000,,-112.2203294,33.6642787,670,,,
67200,,-112.2203146,33.655664,672,,,
67400,,-112.2204426,33.6549707,674,,,
278500,,-112.2204526,33.6598679,2785,,,
67700,,-112.2204462,33.6564486,677,,,
67900,,-112.2203197,33.6658558,679,,,
67901,,-112.2203171,33.6660722,679,,,
68000,,-112.220311,33.6667368,680,,,
68200,,-112.2204509,33.6623369,682,,,
68300,,-112.2203059,33.667116,683,,,
68301,,-112.220148,33.667263,683,,,
14801,,-112.2187738,33.6672871,148,,,
68500,,-112.2202923,33.6674592,685,,,
68700,,-112.2204827,33.6681892,687,,,
68800,,-112.2204949,33.6671501,688,,,
68900,,-112.2204763,33.6667329,689,,,
69100,,-112.2204842,33.6685851,691,,,
69200,,-112.2202831,33.6685307,692,,,
69300,,-112.2202896,33.6688519,693,,,
69400,,-112.2204418,33.6659314,694,,,
67902,,-112.2203393,33.6659323,679,,,
67903,,-112.22034,33.6659954,679,,,
69401,,-112.2204425,33.6659945,694,,,
278600,,-112.2205012,33.6705419,2786,,,
69600,,-112.2204977,33.6700174,696,,,
69800,,-112.2203028,33.6694982,698,,,
69900,,-112.2203044,33.6695492,699,,,
69901,,-112.2203784,33.6696032,699,,,
69801,,-112.2203752,33.6694431,698,,,
70000,,-112.1690335,33.6619184,700,,,
70100,,-112.1690431,33.6621707,701,,,
70101,,-112.1691759,33.6621852,701,,,
70001,,-112.1691649,33.6618968,700,,,
70102,,-112.1690513,33.6624225,701,,,
70200,,-112.1691106,33.6647095,702,,,
70201,,-112.1692434,33.6647238,702,,,
70103,,-112.1691829,33.662402,701,,,
277302,,-112.1692294,33.668848,2773,,,
277303,,-112.1694259,33.6688544,2773,,,
70400,,-112.1694219,33.6687707,704,,,
277402,,-112.1694017,33.66797,2774,,,
70500,,-112.1692127,33.6666042,705,,,
70600,,-112.1691959,33.6666262,706,,,
277403,,-112.1693952,33.6677175,2774,,,
70700,,-112.169373,33.6672823,707,,,
277404,,-112.1692054,33.6676935,2774,,,
70501,,-112.1693348,33.6666619,705,,,
71000,,-112.1512725,33.6350315,710,,,
71100,,-112.1512903,33.6351952,711,,,
71101,,-112.1514239,33.6352032,711,,,
71001,,-112.1514021,33.6350035,710,,,
71200,,-112.1519884,33.6658936,712,,,
49301,,-112.1519987,33.6677965,493,,,
49302,,-112.152093,33.6677603,493,,,
71201,,-112.1520827,33.6659298,712,,,
49303,,-112.1520115,33.6679375,493,,,
71400,,-112.1346944,33.6705126,714,,,
71500,,-112.1347319,33.670365,715,,,
278700,,-112.1345545,33.6684254,2787,,,
71900,,-112.1346644,33.6677994,719,,,
71901,,-112.1346079,33.6678165,719,,,
