link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_link_id,macro_node_id,movement_id,mvmt_txt_id,ctrl_type,allowed_uses
4264,147300,147301,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1428985 33.6395253, -112.1432219 33.6395195)",,1473,1989,WBT,signal,auto
4265,147500,147501,1,28.0,1,1800,72,primary,3,"LINESTRING (-112.1454830 33.6393441, -112.1451811 33.6393495)",,1475,1991,EBT,,auto
4266,147500,147503,1,17.63,1,1800,72,primary,3,"LINESTRING (-112.1454830 33.6393441, -112.1452947 33.6393656)",,1475,1992,EBL,,auto
4267,147502,147501,1,17.61,1,1800,80,primary,3,"LINESTRING (-112.1453701 33.6393645, -112.1451811 33.6393495)",,1475,1993,SBL,,auto
4268,147600,147601,1,28.0,3,1800,72,primary,3,"LINESTRING (-112.1355711 33.6396516, -112.1358729 33.6396458)",,1476,1994,WBT,,auto
4269,147602,147601,1,9.24,1,1800,80,primary,3,"LINESTRING (-112.1357881 33.6396020, -112.1358729 33.6396458)",,1476,1995,EBU,,auto
4270,147700,147701,1,28.0,1,1800,72,primary,3,"LINESTRING (-112.1314281 33.6397111, -112.1317299 33.6397070)",,1477,1996,WBT,,auto
4271,147700,147703,1,17.59,1,1800,72,primary,3,"LINESTRING (-112.1314281 33.6397111, -112.1316161 33.6396900)",,1477,1997,WBL,,auto
4272,147702,147701,1,17.64,1,1800,80,primary,3,"LINESTRING (-112.1315406 33.6396919, -112.1317299 33.6397070)",,1477,1998,NBL,,auto
4273,147800,147801,1,28.0,1,1800,72,primary,3,"LINESTRING (-112.1323109 33.6396995, -112.1326128 33.6396958)",,1478,1999,WBT,,auto
4274,147800,147803,1,17.66,1,1800,72,primary,3,"LINESTRING (-112.1323109 33.6396995, -112.1324999 33.6396799)",,1478,2000,WBL,,auto
4275,147802,147801,1,17.57,1,1800,80,primary,3,"LINESTRING (-112.1324244 33.6396790, -112.1326128 33.6396958)",,1478,2001,NBL,,auto
4276,147901,147903,1,24.25,2,1600,64,secondary,4,"LINESTRING (-112.1519015 33.6403091, -112.1519349 33.6400922)",,1479,2002,SBT,,auto
4277,147902,147900,1,24.06,3,1600,60,secondary,4,"LINESTRING (-112.1517462 33.6400948, -112.1517695 33.6403110)",,1479,2003,NBT,,auto
4278,148000,148002,1,22.0,3,1600,64,secondary,4,"LINESTRING (-112.1517704 33.6403565, -112.1517744 33.6405548)",,1480,2004,NBT,,auto
4279,148003,148001,1,20.0,2,1600,64,secondary,4,"LINESTRING (-112.1519061 33.6405349, -112.1519025 33.6403546)",,1480,2005,SBT,,auto
4280,148101,148103,1,32.07,4,1600,60,secondary,4,"LINESTRING (-112.1519310 33.6399459, -112.1519261 33.6396567)",,1481,2006,SBT,,auto
4281,148102,148100,1,29.99,3,1600,60,secondary,4,"LINESTRING (-112.1517567 33.6396771, -112.1517423 33.6399473)",,1481,2007,NBT,,auto
4282,148401,148403,1,24.0,2,1600,60,secondary,4,"LINESTRING (-112.1519438 33.6468524, -112.1519418 33.6466359)",,1484,2008,SBT,,auto
4283,148402,148400,1,26.06,2,1600,60,secondary,4,"LINESTRING (-112.1518286 33.6466366, -112.1518118 33.6468712)",,1484,2009,NBT,,auto
4284,148500,148502,1,26.05,2,1600,60,secondary,4,"LINESTRING (-112.1518146 33.6471828, -112.1518349 33.6474171)",,1485,2010,NBT,signal,auto
4285,148503,148501,1,26.07,2,1600,60,secondary,4,"LINESTRING (-112.1519671 33.6474347, -112.1519468 33.6472002)",,1485,2011,SBT,signal,auto
4286,148601,148603,1,20.0,2,1600,60,secondary,4,"LINESTRING (-112.1517094 33.6376078, -112.1516878 33.6374283)",,1486,2012,SBT,,auto
4287,148602,148600,1,24.06,3,1600,60,secondary,4,"LINESTRING (-112.1515333 33.6374052, -112.1515780 33.6376190)",,1486,2013,NBT,,auto
4288,148700,148702,1,16.05,3,1600,60,secondary,4,"LINESTRING (-112.1515820 33.6376535, -112.1515795 33.6377983)",,1487,2014,NBT,,auto
4289,148703,148701,1,16.03,2,1600,60,secondary,4,"LINESTRING (-112.1517299 33.6377867, -112.1517135 33.6376428)",,1487,2015,SBT,,auto
4290,148801,148803,1,23.95,2,1600,60,secondary,4,"LINESTRING (-112.1516628 33.6372209, -112.1516381 33.6370059)",,1488,2016,SBT,,auto
4291,148802,148800,1,30.13,3,1600,60,secondary,4,"LINESTRING (-112.1515046 33.6369979, -112.1515169 33.6372695)",,1488,2017,NBT,,auto
4292,148901,148903,1,26.09,2,1600,60,secondary,4,"LINESTRING (-112.1518849 33.6389860, -112.1518434 33.6387533)",,1489,2018,SBT,,auto
4293,148902,148900,1,35.91,5,1600,60,secondary,4,"LINESTRING (-112.1516684 33.6387127, -112.1516987 33.6390355)",,1489,2019,NBT,,auto
4294,149001,149003,1,24.38,2,1600,60,secondary,4,"LINESTRING (-112.1519252 33.6418279, -112.1519248 33.6416080)",,1490,2020,SBT,,auto
4295,149002,149000,1,25.66,2,1600,64,secondary,4,"LINESTRING (-112.1517927 33.6415901, -112.1518118 33.6418210)",,1490,2021,NBT,,auto
4296,149101,149103,1,28.21,2,1600,64,secondary,4,"LINESTRING (-112.1691657 33.6401016, -112.1692044 33.6398493)",,1491,2022,SBT,,auto
4297,149102,149100,1,28.0,3,1600,64,secondary,4,"LINESTRING (-112.1690345 33.6398668, -112.1690335 33.6401194)",,1491,2023,NBT,,auto
4298,149200,149202,1,29.87,3,1600,64,secondary,4,"LINESTRING (-112.1689339 33.6465592, -112.1689051 33.6468275)",,1492,2024,NBT,,auto
4299,149203,149201,1,24.12,2,1600,64,secondary,4,"LINESTRING (-112.1690578 33.6467967, -112.1690656 33.6465793)",,1492,2025,SBT,,auto
4300,149301,149303,1,24.02,2,1800,64,primary,3,"LINESTRING (-112.1690826 33.6382135, -112.1690593 33.6379977)",,1493,2026,SBT,,auto
4301,149302,149300,1,30.01,3,1800,64,primary,3,"LINESTRING (-112.1689258 33.6379899, -112.1689359 33.6382604)",,1493,2027,NBT,,auto
4302,149400,149402,1,31.96,4,1800,64,primary,3,"LINESTRING (-112.1689393 33.6382898, -112.1689717 33.6385768)",,1494,2028,NBT,,auto
4303,149403,149401,1,26.09,2,1800,64,primary,3,"LINESTRING (-112.1691390 33.6385457, -112.1690937 33.6383135)",,1494,2029,SBT,,auto
4304,149500,149502,1,29.89,3,1600,64,secondary,4,"LINESTRING (-112.1688923 33.6470840, -112.1689048 33.6473534)",,1495,2030,NBT,signal,auto
4305,149503,149501,1,26.18,2,1600,64,secondary,4,"LINESTRING (-112.1690557 33.6473567, -112.1690416 33.6471209)",,1495,2031,SBT,signal,auto
4306,149801,149803,1,23.88,2,1800,64,primary,3,"LINESTRING (-112.1689506 33.6370333, -112.1689285 33.6368188)",,1498,2032,SBT,,auto
4307,149802,149800,1,28.16,3,1800,64,primary,3,"LINESTRING (-112.1687952 33.6368090, -112.1688212 33.6370620)",,1498,2033,NBT,,auto
4308,149900,149902,1,27.96,3,1600,64,secondary,4,"LINESTRING (-112.1688985 33.6477373, -112.1688935 33.6479894)",,1499,2034,NBT,,auto
4309,149903,149901,1,26.09,2,1600,64,secondary,4,"LINESTRING (-112.1690260 33.6479735, -112.1690495 33.6477390)",,1499,2035,SBT,,auto
4310,150000,150002,1,29.99,3,1800,64,primary,3,"LINESTRING (-112.1686154 33.6354136, -112.1686650 33.6356809)",,1500,2036,NBT,,auto
4311,150003,150001,1,24.04,2,1800,64,primary,3,"LINESTRING (-112.1687946 33.6356529, -112.1687699 33.6354370)",,1500,2037,SBT,,auto
4312,150400,150401,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1575664 33.6392832, -112.1578898 33.6392778)",,1504,2041,WBT,,auto
4313,150400,150402,1,19.57,1,1800,72,primary,3,"LINESTRING (-112.1575664 33.6392832, -112.1577757 33.6392609)",,1504,2042,WBL,,auto
4314,150403,150401,1,17.65,1,1800,80,primary,3,"LINESTRING (-112.1577003 33.6392634, -112.1578898 33.6392778)",,1504,2043,NBL,,auto
4315,150801,150800,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1503707 33.6392581, -112.1500474 33.6392666)",,1508,2047,EBT,,auto
4316,150801,150803,1,19.57,1,1800,72,primary,3,"LINESTRING (-112.1503707 33.6392581, -112.1501617 33.6392822)",,1508,2048,EBL,,auto
4317,150802,150800,1,17.64,1,1800,80,primary,3,"LINESTRING (-112.1502371 33.6392790, -112.1500474 33.6392666)",,1508,2049,SBL,,auto
4318,150901,150900,1,24.46,1,1800,64,primary,3,"LINESTRING (-112.1500350 33.6394171, -112.1502987 33.6394130)",,1509,2050,WBT,,auto
4319,150901,150902,1,19.55,1,1800,64,primary,3,"LINESTRING (-112.1500350 33.6394171, -112.1502441 33.6393948)",,1509,2051,WBL,,auto
4320,150903,150900,1,12.17,1,1800,80,primary,3,"LINESTRING (-112.1501687 33.6393980, -112.1502987 33.6394130)",,1509,2052,NBL,,auto
4321,151900,151901,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1540642 33.6392016, -112.1537408 33.6392065)",,1519,2062,EBT,,auto
4322,151900,151903,1,19.61,1,1800,72,primary,3,"LINESTRING (-112.1540642 33.6392016, -112.1538543 33.6392227)",,1519,2063,EBL,,auto
4323,151902,151901,1,17.61,1,1800,80,primary,3,"LINESTRING (-112.1539297 33.6392218, -112.1537408 33.6392065)",,1519,2064,SBL,,auto
4324,152001,152000,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1667095 33.6391364, -112.1670330 33.6391349)",,1520,2065,WBT,,auto
4325,152001,152002,1,19.56,1,1800,72,primary,3,"LINESTRING (-112.1667095 33.6391364, -112.1669191 33.6391166)",,1520,2066,WBL,,auto
4326,152003,152000,1,17.65,1,1800,80,primary,3,"LINESTRING (-112.1668436 33.6391185, -112.1670330 33.6391349)",,1520,2067,NBL,,auto
4327,152201,152200,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1537217 33.6393519, -112.1540451 33.6393464)",,1522,2069,WBT,,auto
4328,152201,152202,1,19.62,1,1800,72,primary,3,"LINESTRING (-112.1537217 33.6393519, -112.1539316 33.6393300)",,1522,2070,WBL,,auto
4329,152203,152200,1,17.61,1,1800,80,primary,3,"LINESTRING (-112.1538562 33.6393309, -112.1540451 33.6393464)",,1522,2071,NBL,,auto
4330,153000,153002,1,21.59,1,1800,64,primary,3,"LINESTRING (-112.1670708 33.6389853, -112.1668397 33.6390090)",,1530,2079,EBL,,auto
4331,153000,153003,1,28.88,1,1800,64,primary,3,"LINESTRING (-112.1670708 33.6389853, -112.1667595 33.6389917)",,1530,2080,EBT,,auto
4332,153001,153003,1,14.54,1,1800,80,primary,3,"LINESTRING (-112.1669152 33.6390071, -112.1667595 33.6389917)",,1530,2081,SBL,,auto
4333,153601,153603,1,14.12,2,1600,64,secondary,4,"LINESTRING (-112.1864895 33.6433038, -112.1865099 33.6431776)",,1536,2087,SBT,,auto
4334,153602,153600,1,15.99,3,1600,64,secondary,4,"LINESTRING (-112.1863589 33.6431765, -112.1863572 33.6433207)",,1536,2088,NBT,,auto
4335,153700,153702,1,26.04,2,1600,64,secondary,4,"LINESTRING (-112.1863561 33.6434073, -112.1863713 33.6436418)",,1537,2089,NBT,signal,auto
4336,153703,153701,1,24.01,2,1600,64,secondary,4,"LINESTRING (-112.1864845 33.6436430, -112.1864880 33.6434265)",,1537,2090,SBT,signal,auto
4337,153801,153803,1,15.99,3,1600,64,secondary,4,"LINESTRING (-112.1865107 33.6430998, -112.1865124 33.6429556)",,1538,2091,SBT,,auto
4338,153802,153800,1,14.11,2,1600,64,secondary,4,"LINESTRING (-112.1863801 33.6429725, -112.1863597 33.6430987)",,1538,2092,NBT,,auto
4339,154000,154002,1,20.0,2,1600,64,secondary,4,"LINESTRING (-112.1864314 33.6390535, -112.1864288 33.6392339)",,1540,2093,NBT,,auto
4340,154003,154001,1,24.07,3,1600,64,secondary,4,"LINESTRING (-112.1865609 33.6392352, -112.1865828 33.6390189)",,1540,2094,SBT,,auto
4341,154101,154103,1,26.08,2,1600,64,secondary,4,"LINESTRING (-112.1865136 33.6428554, -112.1864970 33.6426206)",,1541,2095,SBT,,auto
4342,154102,154100,1,26.03,2,1600,64,secondary,4,"LINESTRING (-112.1863650 33.6426019, -112.1863817 33.6428363)",,1541,2096,NBT,,auto
4343,154200,154202,1,20.01,2,1600,64,secondary,4,"LINESTRING (-112.1864284 33.6392615, -112.1864260 33.6394419)",,1542,2097,NBT,,auto
4344,154203,154201,1,20.07,2,1600,64,secondary,4,"LINESTRING (-112.1865392 33.6394430, -112.1865605 33.6392628)",,1542,2098,SBT,,auto
4345,154400,154402,1,23.97,2,1600,64,secondary,4,"LINESTRING (-112.1864241 33.6376879, -112.1863958 33.6374730)",,1544,2099,SBT,,auto
4346,154401,154402,1,10.48,1,1600,60,secondary,4,"LINESTRING (-112.1863323 33.6375513, -112.1863958 33.6374730)",,1544,2100,NBU,,auto
4347,154501,154503,1,24.0,2,1600,64,secondary,4,"LINESTRING (-112.1864464 33.6468319, -112.1864490 33.6466155)",,1545,2101,SBT,,auto
4348,154502,154500,1,26.06,2,1600,64,secondary,4,"LINESTRING (-112.1863358 33.6466145, -112.1863141 33.6468488)",,1545,2102,NBT,,auto
4349,154600,154602,1,26.04,2,1600,64,secondary,4,"LINESTRING (-112.1863118 33.6470386, -112.1863273 33.6472731)",,1546,2103,NBT,signal,auto
4350,154603,154601,1,26.08,2,1600,64,secondary,4,"LINESTRING (-112.1864591 33.6472927, -112.1864436 33.6470578)",,1546,2104,SBT,signal,auto
4351,154800,154802,1,24.03,2,1600,64,secondary,4,"LINESTRING (-112.1863902 33.6419601, -112.1863874 33.6421769)",,1548,2106,NBT,,auto
4352,154803,154801,1,26.02,2,1600,64,secondary,4,"LINESTRING (-112.1865193 33.6421957, -112.1865034 33.6419614)",,1548,2107,SBT,,auto
4353,155500,155501,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.1796505 33.6389239, -112.1799738 33.6389159)",,1555,2114,WBT,,auto
4354,155502,155501,1,10.93,1,1800,80,primary,3,"LINESTRING (-112.1798746 33.6388626, -112.1799738 33.6389159)",,1555,2115,EBU,,auto
4355,156301,156300,1,32.0,3,1800,72,primary,3,"LINESTRING (-112.1822510 33.6387300, -112.1819061 33.6387366)",,1563,2123,EBT,signal,auto
4356,156501,156500,1,32.0,3,1800,64,primary,3,"LINESTRING (-112.1732896 33.6390345, -112.1736345 33.6390289)",,1565,2125,WBT,signal,auto
4357,156700,156701,1,32.0,3,1800,72,primary,3,"LINESTRING (-112.1775990 33.6389716, -112.1779439 33.6389661)",,1567,2128,WBT,signal,auto
4358,157100,157101,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1910105 33.6385695, -112.1906871 33.6385749)",,1571,2132,EBT,signal,auto
4359,157400,157401,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1906652 33.6387151, -112.1909886 33.6387098)",,1574,2135,WBT,signal,auto
4360,158100,158101,1,28.0,1,1800,72,primary,3,"LINESTRING (-112.1883620 33.6386120, -112.1880601 33.6386168)",,1581,2144,EBT,,auto
4361,158100,158102,1,17.61,1,1800,72,primary,3,"LINESTRING (-112.1883620 33.6386120, -112.1881737 33.6386323)",,1581,2145,EBL,,auto
4362,158103,158101,1,17.6,1,1800,80,primary,3,"LINESTRING (-112.1882491 33.6386311, -112.1880601 33.6386168)",,1581,2146,SBL,,auto
4363,158401,158400,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1818865 33.6388739, -112.1822099 33.6388701)",,1584,2150,WBT,signal,auto
4364,158600,158601,1,28.0,3,1800,72,primary,3,"LINESTRING (-112.1842026 33.6388287, -112.1845044 33.6388223)",,1586,2153,WBT,,auto
4365,158602,158601,1,11.5,1,1800,80,primary,3,"LINESTRING (-112.1844000 33.6387665, -112.1845044 33.6388223)",,1586,2154,EBU,,auto
4366,159101,159100,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0207900 33.6406385, -112.0211136 33.6406380)",,1591,2160,WBT,,auto
4367,159101,159102,1,19.63,1,1800,64,primary,3,"LINESTRING (-112.0207900 33.6406385, -112.0210007 33.6406207)",,1591,2161,WBL,,auto
4368,159103,159100,1,17.58,1,1800,80,primary,3,"LINESTRING (-112.0209252 33.6406197, -112.0211136 33.6406380)",,1591,2162,NBL,,auto
4369,159400,159401,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0364465 33.6403926, -112.0361230 33.6403956)",,1594,2165,EBT,,auto
4370,159400,159402,1,19.63,1,1800,64,primary,3,"LINESTRING (-112.0364465 33.6403926, -112.0362361 33.6404126)",,1594,2166,EBL,,auto
4371,159403,159401,1,17.59,1,1800,80,primary,3,"LINESTRING (-112.0363116 33.6404129, -112.0361230 33.6403956)",,1594,2167,SBL,,auto
4372,159800,159801,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0353415 33.6403996, -112.0350179 33.6404013)",,1598,2171,EBT,,auto
4373,159800,159802,1,19.59,1,1800,64,primary,3,"LINESTRING (-112.0353415 33.6403996, -112.0351315 33.6404188)",,1598,2172,EBL,,auto
4374,159803,159801,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0352069 33.6404179, -112.0350179 33.6404013)",,1598,2173,SBL,,auto
4375,159901,159900,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0349990 33.6405594, -112.0353225 33.6405595)",,1599,2174,WBT,,auto
4376,159901,159903,1,19.56,1,1800,64,primary,3,"LINESTRING (-112.0349990 33.6405594, -112.0352089 33.6405426)",,1599,2175,WBL,,auto
4377,159902,159900,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0351335 33.6405435, -112.0353225 33.6405595)",,1599,2176,NBL,,auto
4378,160101,160100,1,32.0,1,1800,64,primary,3,"LINESTRING (-112.0165621 33.6405038, -112.0162170 33.6405059)",,1601,2178,EBT,,auto
4379,160101,160102,1,19.7,1,1800,64,primary,3,"LINESTRING (-112.0165621 33.6405038, -112.0163506 33.6405210)",,1601,2179,EBL,,auto
4380,160103,160100,1,19.49,1,1800,80,primary,3,"LINESTRING (-112.0164260 33.6405245, -112.0162170 33.6405059)",,1601,2180,SBL,,auto
4381,161000,161001,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0259551 33.6404485, -112.0256315 33.6404507)",,1610,2189,EBT,,auto
4382,161000,161002,1,21.15,1,1800,64,primary,3,"LINESTRING (-112.0259551 33.6404485, -112.0257445 33.6405218)",,1610,2190,EBL,,auto
4383,161003,161001,1,19.18,1,1800,80,primary,3,"LINESTRING (-112.0258200 33.6405220, -112.0256315 33.6404507)",,1610,2191,SBL,,auto
4384,161301,161300,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0233886 33.6404649, -112.0230650 33.6404670)",,1613,2194,EBT,,auto
4385,161301,161303,1,21.0,1,1800,64,primary,3,"LINESTRING (-112.0233886 33.6404649, -112.0231800 33.6405388)",,1613,2195,EBL,,auto
4386,161302,161300,1,19.32,1,1800,80,primary,3,"LINESTRING (-112.0232555 33.6405375, -112.0230650 33.6404670)",,1613,2196,SBL,,auto
4387,162000,162001,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0230475 33.6406309, -112.0233710 33.6406291)",,1620,2203,WBT,,auto
4388,162000,162002,1,21.0,1,1800,64,primary,3,"LINESTRING (-112.0230475 33.6406309, -112.0232560 33.6405570)",,1620,2204,WBL,,auto
4389,162003,162001,1,19.33,1,1800,80,primary,3,"LINESTRING (-112.0231805 33.6405583, -112.0233710 33.6406291)",,1620,2205,NBL,,auto
4390,162101,162100,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0198404 33.6406411, -112.0201640 33.6406398)",,1621,2206,WBT,signal,auto
4391,162300,162301,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0361004 33.6405512, -112.0364240 33.6405499)",,1623,2208,WBT,,auto
4392,162300,162303,1,19.62,1,1800,64,primary,3,"LINESTRING (-112.0361004 33.6405512, -112.0363109 33.6405325)",,1623,2209,WBL,,auto
4393,162302,162301,1,17.6,1,1800,80,primary,3,"LINESTRING (-112.0362354 33.6405322, -112.0364240 33.6405499)",,1623,2210,NBL,,auto
4394,163400,163401,1,23.67,1,1800,64,primary,3,"LINESTRING (-112.0249874 33.6406218, -112.0252427 33.6406206)",,1634,2221,WBT,,auto
4395,163400,163403,1,20.99,1,1800,64,primary,3,"LINESTRING (-112.0249874 33.6406218, -112.0251960 33.6405482)",,1634,2222,WBL,,auto
4396,163402,163401,1,13.81,1,1800,80,primary,3,"LINESTRING (-112.0251205 33.6405495, -112.0252427 33.6406206)",,1634,2223,NBL,,auto
4397,164800,164801,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0324930 33.6405746, -112.0328166 33.6405735)",,1648,2238,WBT,,auto
4398,164800,164802,1,19.59,1,1800,64,primary,3,"LINESTRING (-112.0324930 33.6405746, -112.0327031 33.6405559)",,1648,2239,WBL,,auto
4399,164803,164801,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0326276 33.6405568, -112.0328166 33.6405735)",,1648,2240,NBL,,auto
4400,164901,164900,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0253286 33.6404544, -112.0250050 33.6404555)",,1649,2241,EBT,,auto
4401,164901,164902,1,21.05,1,1800,64,primary,3,"LINESTRING (-112.0253286 33.6404544, -112.0251200 33.6405295)",,1649,2242,EBL,,auto
4402,164903,164900,1,19.41,1,1800,80,primary,3,"LINESTRING (-112.0251955 33.6405282, -112.0250050 33.6404555)",,1649,2243,SBL,,auto
4403,165400,165402,1,21.15,1,1800,64,primary,3,"LINESTRING (-112.0256094 33.6406178, -112.0258199 33.6405443)",,1654,2248,WBL,,auto
4404,165400,165403,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0256094 33.6406178, -112.0259329 33.6406152)",,1654,2249,WBT,,auto
4405,165401,165403,1,19.17,1,1800,80,primary,3,"LINESTRING (-112.0257444 33.6405441, -112.0259329 33.6406152)",,1654,2250,NBL,,auto
4406,165601,165600,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0220035 33.6406370, -112.0223270 33.6406354)",,1656,2251,WBT,signal,auto
4407,165700,165701,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0223455 33.6404717, -112.0220221 33.6404756)",,1657,2252,EBT,signal,auto
4408,165800,165801,1,21.57,1,1800,64,primary,3,"LINESTRING (-112.0162278 33.6406665, -112.0164603 33.6406650)",,1658,2253,WBT,,auto
4409,165800,165803,1,17.7,1,1800,64,primary,3,"LINESTRING (-112.0162278 33.6406665, -112.0164176 33.6406494)",,1658,2254,WBL,,auto
4410,165802,165801,1,11.16,1,1800,80,primary,3,"LINESTRING (-112.0163422 33.6406459, -112.0164603 33.6406650)",,1658,2255,NBL,,auto
4411,165900,165901,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0283409 33.6404403, -112.0280174 33.6404411)",,1659,2256,EBT,,auto
4412,165900,165902,1,19.6,1,1800,64,primary,3,"LINESTRING (-112.0283409 33.6404403, -112.0281308 33.6404589)",,1659,2257,EBL,,auto
4413,165903,165901,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0282063 33.6404585, -112.0280174 33.6404411)",,1659,2258,SBL,,auto
4414,166400,166401,1,28.0,1,1800,64,primary,3,"LINESTRING (-112.0328141 33.6404168, -112.0325121 33.6404178)",,1664,2262,EBT,,auto
4415,166400,166403,1,17.6,1,1800,64,primary,3,"LINESTRING (-112.0328141 33.6404168, -112.0326256 33.6404358)",,1664,2263,EBL,,auto
4416,166402,166401,1,17.63,1,1800,80,primary,3,"LINESTRING (-112.0327011 33.6404349, -112.0325121 33.6404178)",,1664,2264,SBL,,auto
4417,166700,166701,1,28.0,3,1800,64,primary,3,"LINESTRING (-112.0201660 33.6404830, -112.0198640 33.6404835)",,1667,2267,EBT,signal,auto
4418,166800,166803,1,14.46,1,1800,80,primary,3,"LINESTRING (-112.0210030 33.6405056, -112.0208487 33.6404867)",,1668,2268,SBL,,auto
4419,166802,166801,1,19.67,1,1800,64,primary,3,"LINESTRING (-112.0211381 33.6404840, -112.0209275 33.6405046)",,1668,2269,EBL,,auto
4420,166802,166803,1,26.84,1,1800,64,primary,3,"LINESTRING (-112.0211381 33.6404840, -112.0208487 33.6404867)",,1668,2270,EBT,,auto
