link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_link_id,macro_node_id,movement_id,mvmt_txt_id,ctrl_type,allowed_uses
2043,208701,208800,1,47.55,3,1600,64,secondary,4,"LINESTRING (-112.2029287 33.6664473, -112.2029286 33.6666666, -112.2029286 33.6668762)",2098,,,,,auto
2044,103800,208900,1,47.1,5,1600,64,secondary,4,"LINESTRING (-112.2031114 33.6694616, -112.2031139 33.6690368)",2099,,,,,auto
2045,277003,53401,1,4.27,3,1600,64,secondary,4,"LINESTRING (-112.2031110 33.6684007, -112.2031113 33.6683622)",2100,,,,,auto
2046,209001,209100,1,23.14,3,1600,64,secondary,4,"LINESTRING (-112.2030990 33.6669852, -112.2030980 33.6667765)",2101,,,,,auto
2047,81302,53701,1,2.9,3,1600,64,secondary,4,"LINESTRING (-112.2029253 33.6675198, -112.2029254 33.6675460)",2102,,,,,auto
2048,53500,81501,1,3.66,4,1600,64,secondary,4,"LINESTRING (-112.2031119 33.6675569, -112.2031101 33.6675239)",2103,,,,,auto
2049,209201,209300,1,60.66,3,1600,64,secondary,4,"LINESTRING (-112.2030473 33.6541091, -112.2030441 33.6535620)",2104,,,,,auto
2050,209400,209500,1,56.41,2,1600,64,secondary,4,"LINESTRING (-112.2030966 33.6664702, -112.2030948 33.6660813, -112.2030943 33.6659614)",2105,,,,,auto
2051,209600,209700,1,183.97,3,1600,64,secondary,4,"LINESTRING (-112.2029294 33.6638279, -112.2029289 33.6646741, -112.2029289 33.6646986, -112.2029314 33.6654872)",2106,,,,,auto
2052,209801,209900,1,137.12,3,1600,64,secondary,4,"LINESTRING (-112.2030957 33.6654918, -112.2030902 33.6648760, -112.2030872 33.6642551)",2107,,,,,auto
2053,210001,81303,1,35.79,4,1600,64,secondary,4,"LINESTRING (-112.2029290 33.6669289, -112.2029286 33.6672517)",2108,,,,,auto
2054,210101,210200,1,39.65,4,1600,64,secondary,4,"LINESTRING (-112.2030604 33.6568774, -112.2030585 33.6565198)",2109,,,,,auto
2055,209300,282501,1,56.04,4,1600,64,secondary,4,"LINESTRING (-112.2030441 33.6535620, -112.2030406 33.6530566)",2110,,,,,auto
2056,209900,61501,1,45.48,4,1600,64,secondary,4,"LINESTRING (-112.2030872 33.6642551, -112.2030852 33.6638449)",2111,,,,,auto
2057,210401,282600,1,52.01,4,1600,60,secondary,4,"LINESTRING (-112.2029156 33.6594233, -112.2029159 33.6598924)",2112,,,,,auto
2058,61600,282700,1,50.91,4,1600,64,secondary,4,"LINESTRING (-112.2030800 33.6607117, -112.2030821 33.6602525)",2113,,,,,auto
2059,81502,209001,1,31.75,2,1600,64,secondary,4,"LINESTRING (-112.2031003 33.6672716, -112.2030990 33.6669852)",2114,,,,,auto
2060,209500,209801,1,52.07,4,1600,64,secondary,4,"LINESTRING (-112.2030943 33.6659614, -112.2030935 33.6657927, -112.2030927 33.6656152, -112.2030957 33.6654918)",2115,,,,,auto
2061,210701,282502,1,51.52,4,1600,60,secondary,4,"LINESTRING (-112.2028986 33.6521633, -112.2028968 33.6526280)",2116,,,,,auto
2062,210801,209601,1,45.07,4,1600,64,secondary,4,"LINESTRING (-112.2029236 33.6631508, -112.2029239 33.6632029, -112.2029277 33.6635573)",2117,,,,,auto
2063,210201,210900,1,172.39,3,1600,64,secondary,4,"LINESTRING (-112.2030593 33.6562492, -112.2030554 33.6552736, -112.2030533 33.6546944)",2118,,,,,auto
2064,170102,211000,1,180.64,2,1600,60,secondary,4,"LINESTRING (-112.2029043 33.6500642, -112.2029018 33.6500686, -112.2029032 33.6510153, -112.2028998 33.6516930)",2119,,,,,auto
2065,208600,211100,1,40.41,4,1600,64,secondary,4,"LINESTRING (-112.2029000 33.6558644, -112.2029016 33.6562289)",2120,,,,,auto
2066,282701,210101,1,336.05,3,1600,64,secondary,4,"LINESTRING (-112.2030765 33.6599083, -112.2030701 33.6589802, -112.2030647 33.6576585, -112.2030604 33.6568774)",2122,,,,,auto
2067,211101,210401,1,324.17,3,1600,64,secondary,4,"LINESTRING (-112.2029025 33.6564995, -112.2029046 33.6569747, -112.2029103 33.6582422, -112.2029156 33.6594233)",2123,,,,,auto
2068,282503,170103,1,289.12,2,1600,64,secondary,4,"LINESTRING (-112.2030381 33.6526669, -112.2030350 33.6524703, -112.2030337 33.6523604, -112.2030278 33.6519531, -112.2030239 33.6511415, -112.2030225 33.6500592)",2125,,,,,auto
2069,282601,210801,1,323.45,3,1600,64,secondary,4,"LINESTRING (-112.2029200 33.6602335, -112.2029190 33.6616290, -112.2029208 33.6626331, -112.2029236 33.6631508)",2127,,,,,auto
2070,211501,211600,1,423.67,1,1600,64,secondary,4,"LINESTRING (-112.2133834 33.6681855, -112.2141072 33.6681900, -112.2147556 33.6681863, -112.2152021 33.6681917, -112.2157772 33.6682203, -112.2174209 33.6683559, -112.2177049 33.6683802, -112.2179052 33.6683899, -112.2179426 33.6683913)",2128,,,,,auto
2071,205500,211700,1,836.3,1,1600,64,secondary,4,"LINESTRING (-112.1911448 33.6688152, -112.1917504 33.6688156, -112.1925930 33.6688090, -112.1933670 33.6688027, -112.1942584 33.6687968, -112.1947090 33.6687890, -112.1953346 33.6687782, -112.1955152 33.6687715, -112.1958960 33.6687596, -112.1964855 33.6687440, -112.1975834 33.6687258, -112.1987188 33.6686947, -112.1992896 33.6686869, -112.1997984 33.6686794, -112.2001635 33.6686660)",2129,,,,,auto
2072,211801,211900,1,23.81,3,1600,60,secondary,4,"LINESTRING (-112.2055180 33.6672735, -112.2052614 33.6672836)",2130,,,,,auto
2073,212001,212101,1,81.9,2,1600,64,secondary,4,"LINESTRING (-112.2006735 33.6686498, -112.2015552 33.6686031)",2131,,,,,auto
2074,212101,212200,1,38.74,4,1600,64,secondary,4,"LINESTRING (-112.2015552 33.6686031, -112.2019277 33.6685869, -112.2019725 33.6685849)",2133,,,,,auto
2075,81100,212300,1,35.04,2,1600,60,secondary,4,"LINESTRING (-112.2018086 33.6674364, -112.2015414 33.6674399, -112.2014307 33.6674414)",2134,,,,,auto
2076,212300,80901,1,19.28,2,1600,60,secondary,4,"LINESTRING (-112.2014307 33.6674414, -112.2012227 33.6674441)",2135,,,,,auto
2077,81503,81201,1,2.9,4,1600,60,secondary,4,"LINESTRING (-112.2030562 33.6673840, -112.2030251 33.6673868)",2136,,,,,auto
2078,212401,212500,1,72.68,3,1600,64,secondary,4,"LINESTRING (-112.2144550 33.6671862, -112.2136710 33.6671928)",2137,,,,,auto
2079,211700,212600,1,25.28,2,1600,64,secondary,4,"LINESTRING (-112.2001635 33.6686660, -112.2004360 33.6686569)",2138,,,,,auto
2080,212701,212800,1,76.71,3,1600,64,secondary,4,"LINESTRING (-112.2121406 33.6681843, -112.2123053 33.6681863, -112.2129680 33.6681868)",2139,,,,,auto
2081,212200,277004,1,73.37,4,1600,64,secondary,4,"LINESTRING (-112.2019725 33.6685849, -112.2020822 33.6685794, -112.2027630 33.6685517)",2140,,,,,auto
2082,212500,211801,1,755.9,2,1600,64,secondary,4,"LINESTRING (-112.2136710 33.6671928, -112.2126181 33.6672038, -112.2125282 33.6672047, -112.2067371 33.6672606, -112.2061502 33.6672684, -112.2060776 33.6672688, -112.2055180 33.6672735)",2141,,,,,auto
2083,212900,213000,1,293.26,2,1600,64,secondary,4,"LINESTRING (-112.1992054 33.6535488, -112.1992058 33.6535487, -112.1996247 33.6534059, -112.2001133 33.6532555, -112.2003094 33.6532046, -112.2006145 33.6531301, -112.2008556 33.6530815, -112.2011566 33.6530293, -112.2014152 33.6529906, -112.2016877 33.6529570, -112.2018550 33.6529426, -112.2020832 33.6529251, -112.2021758 33.6529229, -112.2022584 33.6529204)",2142,,,,,auto
2084,213101,213200,1,307.01,2,1600,48,secondary,4,"LINESTRING (-112.2197751 33.6526073, -112.2192758 33.6526231, -112.2185427 33.6526341, -112.2164647 33.6526572)",2143,,,,,auto
2085,213301,213400,1,290.71,2,1600,64,secondary,4,"LINESTRING (-112.2210559 33.6527083, -112.2219309 33.6527111, -112.2220880 33.6527139, -112.2241910 33.6527388)",2144,,,,,auto
2086,39800,213500,1,36.14,3,1600,64,secondary,4,"LINESTRING (-112.1964131 33.6542654, -112.1967978 33.6542131)",2145,,,,,auto
2087,213601,213700,1,40.54,3,1600,64,secondary,4,"LINESTRING (-112.2071598 33.6527546, -112.2067226 33.6527572)",2146,,,,,auto
2088,213801,213900,1,45.6,3,1600,64,secondary,4,"LINESTRING (-112.1939169 33.6543626, -112.1944087 33.6543578)",2147,,,,,auto
2089,214001,214100,1,281.2,2,1600,64,secondary,4,"LINESTRING (-112.2067216 33.6528871, -112.2071200 33.6528832, -112.2097541 33.6528577)",2148,,,,,auto
2090,214100,214200,1,42.17,3,1600,64,secondary,4,"LINESTRING (-112.2097541 33.6528577, -112.2102089 33.6528535)",2149,,,,,auto
2091,214301,214400,1,36.54,3,1600,64,secondary,4,"LINESTRING (-112.1939967 33.6542468, -112.1936026 33.6542496)",2150,,,,,auto
2092,213700,214500,1,280.01,2,1600,64,secondary,4,"LINESTRING (-112.2067226 33.6527572, -112.2064470 33.6527598, -112.2037028 33.6527747)",2151,,,,,auto
2093,214601,214700,1,31.75,3,1600,64,secondary,4,"LINESTRING (-112.2014709 33.6528674, -112.2013350 33.6528851, -112.2011326 33.6529119)",2152,,,,,auto
2094,214801,214900,1,40.62,3,1600,64,secondary,4,"LINESTRING (-112.2121182 33.6527085, -112.2116801 33.6527137)",2153,,,,,auto
2095,215001,214001,1,39.86,3,1600,64,secondary,4,"LINESTRING (-112.2062917 33.6528898, -112.2067216 33.6528871)",2154,,,,,auto
2096,91800,215100,1,17.71,3,1600,64,secondary,4,"LINESTRING (-112.1955368 33.6542283, -112.1954741 33.6542284, -112.1953458 33.6542307)",2155,,,,,auto
2097,39600,213801,1,160.62,2,1600,64,secondary,4,"LINESTRING (-112.1921846 33.6543649, -112.1926631 33.6543666, -112.1939169 33.6543626)",2156,,,,,auto
2098,214400,48801,1,111.96,2,1600,64,secondary,4,"LINESTRING (-112.1936026 33.6542496, -112.1932022 33.6542523, -112.1926252 33.6542562, -112.1923951 33.6542552)",2157,,,,,auto
2099,214500,282504,1,47.55,3,1600,64,secondary,4,"LINESTRING (-112.2037028 33.6527747, -112.2035910 33.6527752, -112.2031900 33.6527771)",2158,,,,,auto
2100,215201,91701,1,35.99,3,1600,64,secondary,4,"LINESTRING (-112.1995336 33.6533230, -112.1991822 33.6534466, -112.1991758 33.6534489)",2159,,,,,auto
2101,215301,215400,1,26.14,3,1600,64,secondary,4,"LINESTRING (-112.1974410 33.6540925, -112.1976576 33.6540408, -112.1977116 33.6540267)",2160,,,,,auto
2102,214900,213601,1,419.17,2,1600,64,secondary,4,"LINESTRING (-112.2116801 33.6527137, -112.2102090 33.6527188, -112.2100510 33.6527211, -112.2100430 33.6527213, -112.2073066 33.6527526, -112.2071598 33.6527546)",2161,,,,,auto
2103,213900,39701,1,31.31,4,1600,64,secondary,4,"LINESTRING (-112.1944087 33.6543578, -112.1947464 33.6543566)",2162,,,,,auto
2104,215500,214301,1,71.75,2,1600,64,secondary,4,"LINESTRING (-112.1947705 33.6542415, -112.1944290 33.6542438, -112.1939967 33.6542468)",2163,,,,,auto
2105,213500,215301,1,61.13,2,1600,64,secondary,4,"LINESTRING (-112.1967978 33.6542131, -112.1970068 33.6541778, -112.1972526 33.6541309, -112.1974410 33.6540925)",2164,,,,,auto
2106,215100,215501,1,25.35,4,1600,64,secondary,4,"LINESTRING (-112.1953458 33.6542307, -112.1950724 33.6542354)",2165,,,,,auto
2107,213000,282505,1,43.04,4,1600,64,secondary,4,"LINESTRING (-112.2022584 33.6529204, -112.2024579 33.6529146, -112.2027225 33.6529173)",2166,,,,,auto
2108,215601,212901,1,28.05,3,1600,64,secondary,4,"LINESTRING (-112.1986681 33.6537378, -112.1989458 33.6536374)",2167,,,,,auto
2109,214700,215201,1,155.46,2,1600,64,secondary,4,"LINESTRING (-112.2011326 33.6529119, -112.2008639 33.6529581, -112.2005855 33.6530137, -112.2003404 33.6530726, -112.2000659 33.6531463, -112.1998133 33.6532253, -112.1995726 33.6533097, -112.1995336 33.6533230)",2168,,,,,auto
2110,282506,215001,1,289.62,2,1600,64,secondary,4,"LINESTRING (-112.2031684 33.6529099, -112.2034540 33.6529125, -112.2034632 33.6529125, -112.2045034 33.6529089, -112.2062917 33.6528898)",2170,,,,,auto
2111,215400,215601,1,94.36,2,1600,64,secondary,4,"LINESTRING (-112.1977116 33.6540267, -112.1979955 33.6539523, -112.1982250 33.6538878, -112.1982465 33.6538818, -112.1984916 33.6538016, -112.1986681 33.6537378)",2171,,,,,auto
2112,282507,214601,1,120.77,2,1600,64,secondary,4,"LINESTRING (-112.2027666 33.6527697, -112.2027626 33.6527696, -112.2024140 33.6527791, -112.2021417 33.6527938, -112.2018275 33.6528214, -112.2016679 33.6528393, -112.2014709 33.6528674)",2172,,,,,auto
2113,68200,215700,1,42.08,3,1600,60,secondary,4,"LINESTRING (-112.2204509 33.6623369, -112.2204528 33.6619574)",2173,,,,,auto
2114,67000,67801,1,39.03,3,1600,60,secondary,4,"LINESTRING (-112.2203294 33.6642787, -112.2203299 33.6646307)",2174,,,,,auto
2115,68500,215800,1,92.28,3,1600,60,secondary,4,"LINESTRING (-112.2202923 33.6674592, -112.2202836 33.6682915)",2175,,,,,auto
2116,68900,215900,1,44.63,2,1600,60,secondary,4,"LINESTRING (-112.2204763 33.6667329, -112.2204646 33.6663305)",2176,,,,,auto
2117,216001,69802,1,23.72,3,1600,60,secondary,4,"LINESTRING (-112.2202954 33.6691400, -112.2202997 33.6693539)",2177,,,,,auto
2118,69402,216100,1,85.06,2,1600,60,secondary,4,"LINESTRING (-112.2204629 33.6658546, -112.2204570 33.6650874)",2178,,,,,auto
2119,69702,69001,1,47.06,3,1600,60,secondary,4,"LINESTRING (-112.2204846 33.6692784, -112.2204800 33.6688540)",2179,,,,,auto
2120,68700,216200,1,87.46,4,1600,60,secondary,4,"LINESTRING (-112.2204827 33.6681892, -112.2204919 33.6674004)",2180,,,,,auto
2121,67700,67301,1,42.59,3,1600,60,secondary,4,"LINESTRING (-112.2204462 33.6564486, -112.2204430 33.6560645)",2181,,,,,auto
2122,216100,216300,1,37.35,3,1600,60,secondary,4,"LINESTRING (-112.2204570 33.6650874, -112.2204582 33.6647505)",2182,,,,,auto
2123,69300,216001,1,31.95,2,1600,60,secondary,4,"LINESTRING (-112.2202896 33.6688519, -112.2202885 33.6689428, -112.2202954 33.6691400)",2183,,,,,auto
2124,68302,68401,1,4.0,2,1600,60,secondary,4,"LINESTRING (-112.2202945 33.6673684, -112.2202929 33.6674044)",2184,,,,,auto
2125,215900,69403,1,26.77,3,1600,60,secondary,4,"LINESTRING (-112.2204646 33.6663305, -112.2204640 33.6660891)",2185,,,,,auto
2126,216200,68801,1,3.1,4,1600,60,secondary,4,"LINESTRING (-112.2204919 33.6674004, -112.2204921 33.6673724)",2186,,,,,auto
2127,215800,69202,1,3.1,3,1600,60,secondary,4,"LINESTRING (-112.2202836 33.6682915, -112.2202835 33.6683195)",2187,,,,,auto
2128,216401,278401,1,35.77,3,1600,60,secondary,4,"LINESTRING (-112.2203198 33.6595261, -112.2203182 33.6598487)",2188,,,,,auto
2129,216501,278501,1,35.6,3,1600,60,secondary,4,"LINESTRING (-112.2204526 33.6605061, -112.2204543 33.6601850)",2189,,,,,auto
2130,215700,216501,1,160.91,2,1600,60,secondary,4,"LINESTRING (-112.2204528 33.6619574, -112.2204526 33.6605061)",2190,,,,,auto
2131,67200,216600,1,44.16,3,1600,60,secondary,4,"LINESTRING (-112.2203146 33.6556640, -112.2203140 33.6559868, -112.2203140 33.6560623)",2191,,,,,auto
2132,216600,216401,1,384.04,2,1600,60,secondary,4,"LINESTRING (-112.2203140 33.6560623, -112.2203205 33.6572393, -112.2203205 33.6583488, -112.2203205 33.6593736, -112.2203198 33.6595261)",2192,,,,,auto
2133,69203,101001,1,2.9,2,1600,64,secondary,4,"LINESTRING (-112.2203596 33.6684226, -112.2203909 33.6684226)",2193,,,,,auto
2134,216700,100901,1,18.66,3,1600,64,secondary,4,"LINESTRING (-112.2192476 33.6683968, -112.2194488 33.6684023)",2194,,,,,auto
2135,213400,216800,1,48.22,3,1600,64,secondary,4,"LINESTRING (-112.2241910 33.6527388, -112.2247109 33.6527464)",2195,,,,,auto
2136,25700,216900,1,4.31,5,1600,64,secondary,4,"LINESTRING (-112.2319594 33.6528357, -112.2320059 33.6528355)",2196,,,,,auto
2137,217000,25601,1,2.9,5,1600,64,secondary,4,"LINESTRING (-112.2318599 33.6528364, -112.2318912 33.6528364)",2197,,,,,auto
2138,217101,48301,1,3.1,5,1600,64,secondary,4,"LINESTRING (-112.2319111 33.6525869, -112.2318777 33.6525864)",2198,,,,,auto
2139,217201,217300,1,36.78,3,1600,60,secondary,4,"LINESTRING (-112.2180219 33.6527745, -112.2184186 33.6527700)",2199,,,,,auto
2140,217401,217500,1,47.38,3,1600,64,secondary,4,"LINESTRING (-112.2252241 33.6526451, -112.2247131 33.6526427)",2200,,,,,auto
2141,217601,217700,1,42.29,3,1600,64,secondary,4,"LINESTRING (-112.2155862 33.6527933, -112.2160423 33.6527878)",2201,,,,,auto
2142,216800,217800,1,322.73,2,1600,64,secondary,4,"LINESTRING (-112.2247109 33.6527464, -112.2255590 33.6527558, -112.2281912 33.6527850)",2202,,,,,auto
2143,217700,217900,1,143.14,2,1600,64,secondary,4,"LINESTRING (-112.2160423 33.6527878, -112.2165280 33.6527857, -112.2175860 33.6527812)",2203,,,,,auto
2144,218001,214801,1,363.61,2,1600,64,secondary,4,"LINESTRING (-112.2160393 33.6526619, -112.2157300 33.6526656, -112.2121182 33.6527085)",2204,,,,,auto
2145,218101,218200,1,5.3,4,1600,64,secondary,4,"LINESTRING (-112.2298618 33.6526676, -112.2298046 33.6526684)",2205,,,,,auto
2146,218300,217101,1,8.79,5,1600,64,secondary,4,"LINESTRING (-112.2320059 33.6525868, -112.2319111 33.6525869)",2206,,,,,auto
2147,213200,218400,1,23.79,3,1600,48,secondary,4,"LINESTRING (-112.2164647 33.6526572, -112.2162081 33.6526600)",2207,,,,,auto
2148,218200,282800,1,47.87,4,1600,64,secondary,4,"LINESTRING (-112.2298046 33.6526684, -112.2292885 33.6526765)",2208,,,,,auto
2149,214200,218600,1,136.33,2,1600,64,secondary,4,"LINESTRING (-112.2102089 33.6528535, -112.2116791 33.6528402)",2209,,,,,auto
2150,218701,218800,1,25.9,6,1600,64,secondary,4,"LINESTRING (-112.2308230 33.6528273, -112.2310360 33.6528300, -112.2311023 33.6528297)",2210,,,,,auto
2151,218901,279604,1,45.68,3,1600,64,secondary,4,"LINESTRING (-112.2210857 33.6525968, -112.2205930 33.6525987)",2211,,,,,auto
2152,219001,279605,1,37.18,3,1600,60,secondary,4,"LINESTRING (-112.2197604 33.6527383, -112.2201611 33.6527263)",2212,,,,,auto
2153,217500,218901,1,336.38,2,1600,64,secondary,4,"LINESTRING (-112.2247131 33.6526427, -112.2238720 33.6526312, -112.2219219 33.6526046, -112.2210857 33.6525968)",2214,,,,,auto
2154,217300,219001,1,124.48,2,1600,60,secondary,4,"LINESTRING (-112.2184186 33.6527700, -112.2187701 33.6527655, -112.2192629 33.6527573, -112.2197604 33.6527383)",2215,,,,,auto
2155,282801,217401,1,336.75,2,1600,64,secondary,4,"LINESTRING (-112.2288556 33.6526837, -112.2284468 33.6526823, -112.2281170 33.6526802, -112.2280763 33.6526799, -112.2252241 33.6526451)",2216,,,,,auto
2156,217800,219200,1,65.94,3,1600,64,secondary,4,"LINESTRING (-112.2281912 33.6527850, -112.2284561 33.6527868, -112.2289003 33.6527900, -112.2289024 33.6527900)",2217,,,,,auto
2157,219301,218101,1,68.91,3,1600,64,secondary,4,"LINESTRING (-112.2306041 33.6526412, -112.2304255 33.6526520, -112.2300205 33.6526654, -112.2298618 33.6526676)",2218,,,,,auto
2158,69103,219400,1,30.41,2,1600,64,secondary,4,"LINESTRING (-112.2206114 33.6684226, -112.2209366 33.6683867)",2219,,,,,auto
2159,68802,219500,1,2.9,4,2300,120,motorway,1,"LINESTRING (-112.2204372 33.6672589, -112.2204060 33.6672592)",2220,,,,,auto
2160,219601,68803,1,39.05,3,2300,120,motorway,1,"LINESTRING (-112.2210651 33.6672658, -112.2206439 33.6672585)",2221,,,,,auto
2161,219701,47802,1,124.21,3,1600,64,secondary,4,"LINESTRING (-112.2276554 33.6663641, -112.2278440 33.6662566, -112.2280871 33.6661186, -112.2284452 33.6658853, -112.2287226 33.6656886)",2222,,,,,auto
2162,219800,219900,1,12.58,2,1600,56,secondary,4,"LINESTRING (-112.1172408 33.6750685, -112.1172458 33.6751819)",2223,,,,,auto
2163,74100,219801,1,29.37,3,1600,56,secondary,4,"LINESTRING (-112.1172272 33.6746595, -112.1172359 33.6749243)",2224,,,,,auto
2164,220001,220100,1,39.74,4,1600,48,secondary,4,"LINESTRING (-112.1171947 33.6707831, -112.1171937 33.6708428, -112.1171920 33.6711415)",2225,,,,,auto
2165,220201,73901,1,59.47,4,1600,56,secondary,4,"LINESTRING (-112.1171920 33.6723144, -112.1172004 33.6728507)",2226,,,,,auto
2166,73102,220300,1,40.78,2,1600,48,secondary,4,"LINESTRING (-112.1171985 33.6702690, -112.1171958 33.6706368)",2227,,,,,auto
2167,220300,220001,1,16.22,4,1600,48,secondary,4,"LINESTRING (-112.1171958 33.6706368, -112.1171947 33.6707831)",2228,,,,,auto
2168,220100,220201,1,130.05,2,1600,56,secondary,4,"LINESTRING (-112.1171920 33.6711415, -112.1171911 33.6712759, -112.1171869 33.6719906, -112.1171920 33.6723144)",2229,,,,,auto
2169,220401,220500,1,64.82,3,1600,72,secondary,4,"LINESTRING (-112.1200012 33.6694857, -112.1206970 33.6694278)",2230,,,,,auto
2170,220601,277801,1,60.86,3,1600,72,secondary,4,"LINESTRING (-112.1250917 33.6693149, -112.1253248 33.6693103, -112.1257480 33.6693019)",2231,,,,,auto
2171,79702,278902,1,41.88,3,1600,72,secondary,4,"LINESTRING (-112.1166037 33.6697611, -112.1169132 33.6697381, -112.1170533 33.6697243)",2232,,,,,auto
2172,278903,11401,1,106.39,3,1600,72,secondary,4,"LINESTRING (-112.1175353 33.6696819, -112.1186761 33.6695778)",2233,,,,,auto
2173,220500,220601,1,407.84,2,1600,72,secondary,4,"LINESTRING (-112.1206970 33.6694278, -112.1209165 33.6694086, -112.1214398 33.6693703, -112.1216200 33.6693580, -112.1217979 33.6693483, -112.1223928 33.6693317, -112.1226947 33.6693296, -112.1232310 33.6693228, -112.1246486 33.6693237, -112.1250917 33.6693149)",2234,,,,,auto
2174,276703,220700,1,297.62,2,1600,72,secondary,4,"LINESTRING (-112.1088058 33.6694065, -112.1090419 33.6694321, -112.1095837 33.6694801, -112.1100391 33.6695327, -112.1103266 33.6695546, -112.1106482 33.6695790, -112.1110879 33.6696089, -112.1113440 33.6696326, -112.1119985 33.6696838)",2236,,,,,auto
2175,220801,276704,1,39.11,3,1600,60,secondary,4,"LINESTRING (-112.1079529 33.6693482, -112.1083401 33.6693741, -112.1083735 33.6693763)",2237,,,,,auto
2176,72302,220900,1,261.09,2,1600,60,secondary,4,"LINESTRING (-112.1346391 33.6727374, -112.1346417 33.6729167, -112.1346420 33.6729882, -112.1346414 33.6731751, -112.1346454 33.6738109, -112.1346493 33.6747723, -112.1346511 33.6750922)",2238,,,,,auto
2177,220901,72303,1,261.12,2,1600,60,secondary,4,"LINESTRING (-112.1347643 33.6750914, -112.1347625 33.6747719, -112.1347586 33.6738105, -112.1347546 33.6731749, -112.1347552 33.6729882, -112.1347549 33.6729159, -112.1347524 33.6727362)",2239,,,,,auto
2178,221001,277703,1,92.63,3,1600,60,secondary,4,"LINESTRING (-112.1345509 33.6687924, -112.1345614 33.6696278)",2240,,,,,auto
2179,277704,221100,1,7.58,3,1600,60,secondary,4,"LINESTRING (-112.1347398 33.6696527, -112.1347397 33.6695844)",2241,,,,,auto
2180,221201,221300,1,6.35,4,1600,60,secondary,4,"LINESTRING (-112.1338349 33.6695769, -112.1338997 33.6695955)",2243,,,,,auto
2181,276902,221500,1,34.06,2,1800,80,primary,3,"LINESTRING (-112.0997662 33.6700655, -112.0997669 33.6701018, -112.0997745 33.6703726)",2244,,,,,auto
2182,221600,221700,1,15.06,2,1600,60,secondary,4,"LINESTRING (-112.0916853 33.6698439, -112.0917166 33.6698450, -112.0918472 33.6698552)",2245,,,,,auto
2183,221801,276903,1,45.75,4,1600,60,secondary,4,"LINESTRING (-112.0990999 33.6700006, -112.0995921 33.6699706)",2246,,,,,auto
2184,221901,222000,1,64.84,3,1600,60,secondary,4,"LINESTRING (-112.0903189 33.6697357, -112.0910143 33.6697985)",2247,,,,,auto
2185,222100,222200,1,449.62,2,1600,72,secondary,4,"LINESTRING (-112.0829437 33.6750917, -112.0829427 33.6746438, -112.0829277 33.6736829, -112.0829268 33.6729894, -112.0829242 33.6720188, -112.0829290 33.6712469, -112.0829292 33.6710365)",2248,,,,,auto
2186,222201,222101,1,449.65,2,1600,72,secondary,4,"LINESTRING (-112.0828160 33.6710364, -112.0828158 33.6712467, -112.0828110 33.6720186, -112.0828136 33.6729896, -112.0828145 33.6736835, -112.0828295 33.6746446, -112.0828305 33.6750919)",2249,,,,,auto
2187,222300,222400,1,11.28,3,1800,72,primary,3,"LINESTRING (-112.0657375 33.6693022, -112.0657387 33.6692005)",2250,,,,,auto
2188,222500,222600,1,8.74,3,1800,72,primary,3,"LINESTRING (-112.0654574 33.6684748, -112.0654576 33.6685536)",2251,,,,,auto
2189,222701,222501,1,33.13,6,1800,72,primary,3,"LINESTRING (-112.0654592 33.6678693, -112.0654578 33.6681681)",2252,,,,,auto
2190,222801,222301,1,36.27,6,1800,72,primary,3,"LINESTRING (-112.0657395 33.6699360, -112.0657372 33.6696089)",2253,,,,,auto
2191,222400,222900,1,77.83,5,1800,72,primary,3,"LINESTRING (-112.0657387 33.6692005, -112.0657463 33.6684985)",2254,,,,,auto
2192,85102,222801,1,92.62,3,1800,72,primary,3,"LINESTRING (-112.0656606 33.6707634, -112.0657334 33.6705350, -112.0657395 33.6699360)",2255,,,,,auto
2193,222600,223000,1,80.59,5,1800,72,primary,3,"LINESTRING (-112.0654576 33.6685536, -112.0654571 33.6692805)",2256,,,,,auto
2194,223101,85103,1,94.09,3,1800,72,primary,3,"LINESTRING (-112.0654506 33.6699319, -112.0654620 33.6701998, -112.0654787 33.6705545, -112.0655704 33.6707667)",2257,,,,,auto
2195,223201,223001,1,87.79,4,1600,72,secondary,4,"LINESTRING (-112.0643375 33.6694359, -112.0652845 33.6694381)",2258,,,,,auto
2196,223002,222302,1,9.91,3,1600,72,secondary,4,"LINESTRING (-112.0655431 33.6694384, -112.0656498 33.6694329)",2259,,,,,auto
2197,222303,9701,1,209.57,3,1600,72,secondary,4,"LINESTRING (-112.0658869 33.6694247, -112.0658900 33.6694246, -112.0665693 33.6694073, -112.0681470 33.6693843)",2260,,,,,auto
2198,223300,223400,1,8.5,4,1800,72,primary,3,"LINESTRING (-112.0654913 33.6555675, -112.0654921 33.6556442)",2261,,,,,auto
2199,223401,223301,1,8.5,2,1800,72,primary,3,"LINESTRING (-112.0656431 33.6556430, -112.0656423 33.6555664)",2262,,,,,auto
2200,223402,223500,1,9.42,4,1800,72,primary,3,"LINESTRING (-112.0654939 33.6558065, -112.0654948 33.6558915)",2263,,,,,auto
2201,223501,223403,1,17.42,2,1800,72,primary,3,"LINESTRING (-112.0656462 33.6559264, -112.0656445 33.6557693)",2264,,,,,auto
